Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
unionleader,Union Leader,unionleader.com,New Hampshire Union Leader,,,,,
upstatetoday,The Journal,www.upstatetoday.com,Edwards Group,,,,,
urbanacitizen,Urbana Daily Citizen,urbanacitizen.com,AIM Media Management of Dallas,,,,,
uticaod,The Observer-Dispatch,uticaod.com,"Gatehouse Media, Inc.",,,,,
vagazette,Virginia Gazette,VAGazette.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->
",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
valleynewstoday,Shenandoah Valley News Today,ValleyNewsToday.com,"Lee Enterprises, Inc.",,,,,
valleystar,Valley Morning Star,ValleyStar.com,"AIM Media Texas, LLC",,,,,
vanburencountydem,Van Buren County Dem,https://www.thecabin.net/vanburen/,Paxton Media Group LLC,,,,,
vancouvercourier,Vancouver is Awesome,vancouverisawesome.com,Glacier Media Inc.,,,,,
vandaliadrummernews,Vandalia Drummer News,vandaliadrummernews.com,AIM Media Management of Dallas,,,,,
venice,The Venice Gondolier Sun,YourSun.com,"APG - Adams Publishing Company, LLC",,,,,
venturacountystar,Ventura County Star,VenturaCountyStar.com,"Gannett Co., Inc.",,,,,
vfpnews,Valley Free Press,vfpnews.com,Shaw Media,,,,,
vintoncourier,Vinton County Courier,vintoncourier.com,"APG - Adams Publishing Company, LLC",,,,,
visaliatimesdelta,Tulare County,Visaliatimesdelta.com,"Gannett Co., Inc.",,,,,
vnews,Valley News,https://www.vnews.com/,Newspapers of New England,,,,,
voicenews,The Voice,voicenews.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-21""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-21', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'voicenews.com',
	'Publisher Product': 'voicenews.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-21'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
vvdailypress,Daily Press,vvdailypress.com,"Gatehouse Media, Inc.",,,,,
wabashplaindealer,Wabash Plain Dealer,https://www.wabashplaindealer.com/,Paxton Media Group LLC,,,,,
wabi,WABI,https://www.wabi.tv/,Gray Television,,,,,
wacotrib,Waco Tribune-Herald,WacoTrib.com,"Lee Enterprises, Inc.",,,,,
wahoonewspaper,Wahoo Newspaper,wahoonewspaper.com,"Lee Enterprises, Inc.",,,,,
waikato-times-nz,Waikato Times,Stuff.co.nz,Fairfax New Zealand Ltd.,,,,,
wakefieldexpress-uk,Wakefield Express,wakefieldexpress.co.uk,Johnston Press plc,,,,,
WalthamNewsTribune,Waltham News Tribune,dailynewstribune.com,"Gatehouse Media, Inc.",,,,,
wapakdailynews,Wapakoneta Daily News,wapakdailynews.com,Heritage Publications,,,,,
warrensburgstarjournal,Warrensburg Star Journal,http://www.warrensburgstarjournal.com,Phillips Media,,,,,
warwickcourier-uk,Warwick Courier,warwickcourier.co.uk,Johnston Press plc,,,,,
washingtonpost,The Washington Post,WashingtonPost.com,Washington Post Company,,,,,
washingtontimes,Washington Times,WashingtonTimes.com,News World Communications,,,,,
waterloochronicle,Waterloo Chronicle,https://www.waterloochronicle.ca/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
WaterlooMarshall,The Courier,https://www.hngnews.com/waterloo_marshall/,"APG - Adams Publishing Company, LLC",,,,,
waunakeetribune,The Waunakee Tribune,https://www.hngnews.com/waunakee_tribune/,"APG - Adams Publishing Company, LLC",,,,,
wausaudailyherald,Wausau Daily Herald,wausaudailyherald.com,"Gannett Co., Inc.",,,,,
wausautimes,Wausau Times,www.wausautimes.com,Multi Media Channels,,,,,
waverlydemocrat,Waverly Democrat,CommunityNewspaperGroup.com,"CMG - Community Media Group, Inc.",,,,,
wayneindependent,Tri-County Independent,https://www.tricountyindependent.com/,"Gatehouse Media, Inc.",,,,,
wcfcourier,Waterloo-Cedar Falls Courier,wcfcourier.com,"Lee Enterprises, Inc.",,,,,
wdtimes,Watertown DailyTimes,https://www.wdtimes.com/,"APG - Adams Publishing Company, LLC",,,,,
weeklycitizen,Gonzales Weekly Citizen,weeklycitizen.com,"Gatehouse Media, Inc.",,,,,
weeklyrecordherald,Weekly Record Herald,weeklyrecordherald.com,AIM Media Management of Dallas,,,,,
wellandtribune,Welland Tribune,https://www.wellandtribune.ca/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see a tag on a test site (just one Torstar site) before we implement the tag to all of their sites,
wellsvilledaily,Wellsville Daily Reporter,wellsvilledaily.com,"Gatehouse Media, Inc.",,,,,
westernwheel,Western Wheel,westernwheel.com,Great West,,,,,
westhartfordnews,West Hartford News,westhartfordnews.com,Hearst Newspapers,,,,,
westlocknews,The Westlock News,westlocknews.com,Glacier Media Inc.,,,,,
westmarionmessenger,West Marion Messenger,westmarionmessenger.com,"Landmark Communications, Inc.",,,,,
westminsterhj,Westminster Herald-Journal,https://westminsterhj.com/,CommunityMedia Corporation,,,,,
westplainsdailyquill,West Plains Daily Quill,www.westplainsdailyquill.net,Phillips Media,,,,,
westport-news,Westport News,westport-news.com,Hearst Newspapers,,,,,
westsussextoday-uk,West Sussex Gazette,westsussextoday.co.uk,Johnston Press plc,,,,,
wetherbynews-uk,Wetherby News,wetherbynews.co.uk,Johnston Press plc,,,,,
weyburnreview,Weyburn Review,weyburnreview.com,Glacier Media Inc.,,,,,
whanganuichronicle-nz,Whanganui Chronicle,whanganuichronicle.co.nz,APN News & Media New Zealand,,,,,
whig,Herald-Whig,whig.com,Phillips Media,,,,,
whitbygazette-uk,Whitby Gazette,whitbygazette.co.uk,Johnston Press plc,,,,,
WhiteLadyFunerals-Sydney,White Lady Funerals - Sydney,https://www.whiteladyfunerals.com.au/,WhiteLadyFunerals,,,,,
WhiteLadyFunerals-Victoria,White Lady Funerals - Victoria,https://www.whiteladyfunerals.com.au/,WhiteLadyFunerals,,,,,
whittierdailynews,Whittier Daily News,whittierdailynews.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'whittierdailynews.com',
	'Publisher Product': 'whittierdailynews.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
wickedlocal-acton,The Acton Beacon,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-amesbury,The Amesbury News,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-arlington,The Arlington Advocate,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-ashland,The Ashland Tab,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-barnstable,The Barnstable Register,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-bedford,The Bedford Minutemen,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-bellingham,The Country Gazette - Bellingham,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-belmont,The Belmont Citizen-Herald,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-billerica,The Billerica Minutemen,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-bolton,The Bolton Common,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-bourne,Bourne Courier,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-boxborough,The Boxborough Beacon,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-braintree,Braintree Forum,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-brewster,The Cape Codder,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-brookline,The Brookline Tab,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-bulletinandtab,Bulletin & TAB,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-burlington,The Burlington Union,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-cambridgechronicle,The Cambridge Chronicle,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-capecod,Wicked Local Cape Cod,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-carver,Carver Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-chatham,The Cape Codder,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-ChronTranscript,Chronicle & Transcript,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-clinton,The Times & Courier - Clinton,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-cohasset,The Cohasset Mariner,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-concordjournal,The Concord Journal,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-CourierandSentinel,Courier & Sentinel,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-dennis,The Dennis Register,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-duxbury,Duxbury Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-eagleindependent,Eagle-Independent,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-eastham,The Cape Codder,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-essex,The Cape Ann Beacon,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-falmouth,Falmouth Bulletin,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-foxborough,The Country Gazette - Foxborough,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-franklin,The Country Gazette - Franklin,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-gloucester,The Cape Ann Beacon,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-halifax,Hailfax Plympton Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-harvard,The Harvard Post,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-harwich,The Harwich Oracle,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-HeraldCitizen,Herald Citizen,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-hingham,The Hingham Journal,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-holliston,The Holliston Tab,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-hudson,The Hudson Sun,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-JournalNewsInd,Journal-News Independent,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-JournalSun,Journal-Sun,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-kingston,The Kingston Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-lakeville,Lakeville Call,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-lancaster,The Times & Courier - Lancaster,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-lexington,The Lexington Minuteman,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-manchester,The Cape Ann Beacon,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-marblehead,The Marblehead Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-marion,The Sentinel - Marion,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-marlborough,The Marlborough Enterprise,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-marshfield,The Marshfield Mariner,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-mattapoisett,The Sentinel - Mattapoisett,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-maynard,The Beacon-Villager,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-medford,The Medford Transcript,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-medway,The Country Gazette - Medway,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-melrose,The Melrose Free Press,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-millis,The Country Gazette - Millis,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-needham,The Needham Times,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-newton,The Newton Tab,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-norfolk,The Country Gazette - Norfolk,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-northshoresunday,The North Shore Sunday,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-norton,The Norton Mirror,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-observeradvocate,Observer-Advocate,https://www.wickedlocal.com/,"Gatehouse Media, Inc.",,,,,
wickedlocal-orleans,The Cape Codder,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-pembroke,Pembroke Mariner & Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-plainville,The Country Gazette - Plainville,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-plymouth,Old Colony Memorial,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
wickedlocal-plympton,The Plympton Reporter,WickedLocal.com,"Gatehouse Media, Inc.",,,,,
